,start_frame,peak_frame,end_frame,duration,start_brightness,peak_brightness,end_brightness,next_intervals,next_intervals_count,prev_intervals,prev_intervals_count,ratios,ratios_count,prev_interval,next_interval
128,3773.0,3773.0,3774.0,2.0,0.0001027311362742,0.0001027311362742,9.529101799329184e-05,"['0.32', '0.5', '1.0']",3,"['0.18', '0.32', '0.5']",3,[0.18 0.32 0.5  1.  ],4,37.0,45.0
129,3818.0,3818.0,3819.0,2.0,0.0001086758900189,0.0001086758900189,9.963974388997874e-05,"['0.13', '0.32', '0.5', '1.0']",4,['0.5'],1,[0.13 0.32 0.5  1.  ],4,45.0,34.0
130,3848.0,3852.0,3852.0,5.0,8.601485853577404e-05,0.0001483078983375,0.0001483078983375,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,34.0,2.0
131,3854.0,3854.0,3854.0,1.0,8.36948698705178e-05,8.36948698705178e-05,8.36948698705178e-05,"['0.5', '1.0']",2,"['0.18', '0.5']",2,[0.18 0.5 ],2,2.0,42.0
132,3896.0,3896.0,3897.0,2.0,0.000114117088904,0.000114117088904,9.983828316341592e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,42.0,45.0
133,3937.0,3941.0,3944.0,8.0,8.708293169609251e-05,0.0001107601772109,9.532412262326266e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,45.0,33.0
134,3972.0,3974.0,3978.0,7.0,9.599861309086812e-05,0.0001006732893785,8.466205942301006e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,33.0,44.0
135,4018.0,4018.0,4019.0,2.0,9.88428182826085e-05,9.88428182826085e-05,8.8791509064816e-05,"['0.32', '0.5', '1.0']",3,"['0.18', '0.32', '0.5', '1.0']",4,[0.18 0.32 0.5  1.  ],4,44.0,44.0
136,4062.0,4062.0,4063.0,2.0,0.0001067697164827,0.0001067697164827,9.877876370076517e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,3.0
137,4065.0,4065.0,4065.0,1.0,8.659872897894901e-05,8.659872897894901e-05,8.659872897894901e-05,"['0.13', '0.5', '1.0']",3,['0.5'],1,[0.13 0.5 ],2,3.0,27.0
138,4092.0,4092.0,4092.0,1.0,8.747912722227207e-05,8.747912722227207e-05,8.747912722227207e-05,"['0.5', '1.0']",2,['1.0'],1,[1.],1,27.0,4.0
139,4095.0,4096.0,4098.0,4.0,0.0001311078143824,0.0001441206409448,8.779898300061727e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,4.0,44.0
140,4140.0,4140.0,4141.0,2.0,0.0001162485673234,0.0001162485673234,9.797255322428316e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,44.0,44.0
141,4182.0,4184.0,4187.0,6.0,8.68023375236944e-05,0.000102692409981,9.23047670629538e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,5.0
142,4189.0,4189.0,4189.0,1.0,8.982817033272047e-05,8.982817033272047e-05,8.982817033272047e-05,['1.0'],1,['1.0'],1,[],0,5.0,29.0
143,4214.0,4218.0,4220.0,7.0,8.606026112086805e-05,0.0001012123525626,8.825755171941152e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,29.0,44.0
144,4262.0,4262.0,4263.0,2.0,0.0001084611264132,0.0001084611264132,8.95327676496109e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,44.0,45.0
145,4307.0,4307.0,4309.0,3.0,0.000103894077404,0.000103894077404,8.859332525340488e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,45.0,30.0
146,4337.0,4337.0,4337.0,1.0,9.60434191991721e-05,9.60434191991721e-05,9.60434191991721e-05,"['0.32', '0.5', '1.0']",3,"['0.5', '1.0']",2,[0.32 1.  ],2,30.0,3.0
147,4339.0,4340.0,4342.0,4.0,8.802800246804174e-05,0.0001414005916389,8.64307517918832e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.32 0.5  1.  ],4,3.0,45.0
148,4385.0,4385.0,4386.0,2.0,0.0001312247157618,0.0001312247157618,9.399563340491348e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.13 0.18 0.32 0.5  1.  ],5,45.0,31.0
149,4416.0,4416.0,4416.0,1.0,8.895700709412417e-05,8.895700709412417e-05,8.895700709412417e-05,[],0,['0.32'],1,[],0,31.0,14.0
150,4427.0,4430.0,4434.0,8.0,8.95370840978282e-05,0.000108218024918,8.876951706930472e-05,"['0.13', '0.5', '1.0']",3,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,14.0,34.0
151,4460.0,4464.0,4465.0,6.0,9.172232408617128e-05,0.0001018945878188,9.23264085519172e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,34.0,43.0
152,4507.0,4507.0,4507.0,1.0,9.852488229351531e-05,9.852488229351531e-05,9.852488229351531e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,43.0,44.0
153,4550.0,4551.0,4552.0,3.0,8.916103576914564e-05,0.0001060538407789,0.0001045176018029,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,30.0
154,4581.0,4581.0,4581.0,1.0,9.190351859892322e-05,9.190351859892322e-05,9.190351859892322e-05,"['0.5', '1.0']",2,['1.0'],1,[1.],1,30.0,3.0
155,4583.0,4584.0,4586.0,4.0,8.739558817028724e-05,0.0001433231206902,9.218506508905154e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,3.0,45.0
156,4629.0,4629.0,4630.0,2.0,0.0001369894873161,0.0001369894873161,8.896021018500025e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,44.0
157,4671.0,4673.0,4676.0,6.0,9.156761167811056e-05,0.0001055967857106,9.035706512164757e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5 ],3,44.0,34.0
158,4703.0,4707.0,4709.0,7.0,8.712463182574239e-05,0.0001079848260564,9.24538229653737e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,34.0,44.0
159,4751.0,4751.0,4751.0,1.0,0.0001049378383905,0.0001049378383905,0.0001049378383905,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,44.0,44.0
160,4795.0,4795.0,4796.0,2.0,0.0001076610895421,0.0001076610895421,9.629054973060178e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 1.  ],3,44.0,31.0
161,4826.0,4826.0,4826.0,1.0,8.82911472795936e-05,8.82911472795936e-05,8.82911472795936e-05,"['0.5', '1.0']",2,"['0.5', '1.0']",2,[1.],1,31.0,3.0
162,4829.0,4829.0,4831.0,3.0,0.0001508625189134,0.0001508625189134,8.840525827902361e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,3.0,45.0
163,4874.0,4874.0,4875.0,2.0,0.0001334063040858,0.0001334063040858,8.634938835994537e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,46.0
164,4915.0,4920.0,4921.0,7.0,8.317519745262801e-05,0.0001007146618503,8.663329700555892e-05,"['0.13', '1.0']",2,['1.0'],1,[0.13 0.32 0.5 ],3,46.0,32.0
165,4950.0,4952.0,4954.0,5.0,9.656949357854356e-05,0.0001075883737687,8.953704726511423e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,32.0,44.0
166,4996.0,4996.0,4996.0,1.0,9.908859944799696e-05,9.908859944799696e-05,9.908859944799696e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,44.0,44.0
167,5040.0,5040.0,5041.0,2.0,0.0001006308297299,0.0001006308297299,9.614919815726324e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,30.0
168,5070.0,5070.0,5070.0,1.0,8.918127931242173e-05,8.918127931242173e-05,8.918127931242173e-05,"['0.5', '1.0']",2,['1.0'],1,[1.],1,30.0,3.0
169,5072.0,5073.0,5075.0,4.0,8.661142074322978e-05,0.0001514311318959,9.068508884259228e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,3.0,45.0
170,5118.0,5118.0,5118.0,1.0,0.0001337196017026,0.0001337196017026,0.0001337196017026,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,44.0
171,5159.0,5162.0,5166.0,8.0,8.396475327181829e-05,0.0001102434180574,8.472775431786909e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,33.0
172,5193.0,5195.0,5198.0,6.0,8.525563603186695e-05,0.0001058619037909,8.764574551694008e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,33.0,45.0
173,5240.0,5240.0,5240.0,1.0,0.0001014652604473,0.0001014652604473,0.0001014652604473,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,44.0
174,5284.0,5284.0,5285.0,2.0,0.0001057606111603,0.0001057606111603,9.26227507624337e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,21.0
175,5305.0,5305.0,5305.0,1.0,8.803647147980029e-05,8.803647147980029e-05,8.803647147980029e-05,[],0,[],0,[],0,21.0,9.0
176,5314.0,5314.0,5314.0,1.0,8.772265223944763e-05,8.772265223944763e-05,8.772265223944763e-05,"['0.5', '1.0']",2,['1.0'],1,[0.5],1,9.0,3.0
177,5317.0,5317.0,5319.0,3.0,0.0001413243427666,0.0001413243427666,8.623987321759742e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,3.0,45.0
178,5362.0,5362.0,5362.0,1.0,0.0001372627171699,0.0001372627171699,0.0001372627171699,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,44.0
179,5404.0,5406.0,5410.0,7.0,8.929632049982337e-05,0.0001037239537339,8.610100390124141e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,30.0
180,5436.0,5436.0,5436.0,1.0,8.522568689440264e-05,8.522568689440264e-05,8.522568689440264e-05,['0.5'],1,"['0.13', '0.5', '1.0']",3,[],0,30.0,3.0
181,5438.0,5439.0,5442.0,5.0,8.951917184365894e-05,9.49587468171083e-05,9.401420812699582e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,3.0,5.0
182,5444.0,5444.0,5444.0,1.0,8.955119090839639e-05,8.955119090839639e-05,8.955119090839639e-05,[],0,"['0.13', '0.18']",2,[],0,5.0,41.0
183,5485.0,5485.0,5485.0,1.0,0.0001033850525476,0.0001033850525476,0.0001033850525476,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,41.0,44.0
184,5529.0,5529.0,5530.0,2.0,0.0001095451180892,0.0001095451180892,9.747342391426516e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,33.0
185,5559.0,5562.0,5563.0,5.0,8.985243038413251e-05,0.0001632298071523,0.0001092538246839,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,33.0,45.0
186,5607.0,5607.0,5607.0,1.0,0.0001157939014558,0.0001157939014558,0.0001157939014558,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,45.0
187,5649.0,5652.0,5653.0,5.0,9.145991018952464e-05,0.0001004753461321,9.501470927221542e-05,"['0.13', '0.5', '1.0']",3,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,45.0,33.0
188,5683.0,5685.0,5686.0,4.0,9.673249299074296e-05,0.0001036731632928,9.425869183334268e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,33.0,44.0
189,5729.0,5729.0,5729.0,1.0,0.0001025148564011,0.0001025148564011,0.0001025148564011,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,44.0,44.0
190,5772.0,5773.0,5774.0,3.0,9.115937726259965e-05,9.74485521457634e-05,8.946634887370494e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,30.0
191,5803.0,5803.0,5804.0,2.0,9.512778052221892e-05,9.512778052221892e-05,9.10719388138314e-05,['1.0'],1,['1.0'],1,[1.],1,30.0,4.0
192,5806.0,5807.0,5809.0,4.0,8.953411887362378e-05,0.000156404732309,8.786687871257227e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,4.0,45.0
193,5852.0,5852.0,5852.0,1.0,0.0001243764986384,0.0001243764986384,0.0001243764986384,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,43.0
194,5893.0,5895.0,5899.0,7.0,8.717273635061516e-05,0.0001009384133723,9.1317844602744e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.32 0.5  1.  ],3,43.0,35.0
195,5928.0,5930.0,5931.0,4.0,9.701292174314152e-05,0.0001022481282897,9.390041196315104e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,35.0,44.0
196,5974.0,5974.0,5974.0,1.0,9.523988580769584e-05,9.523988580769584e-05,9.523988580769584e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,44.0,44.0
197,6017.0,6018.0,6019.0,3.0,9.546511593700734e-05,0.0001092101457131,9.277117408309936e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,30.0
198,6048.0,6048.0,6048.0,1.0,8.821842089941945e-05,8.821842089941945e-05,8.821842089941945e-05,"['0.5', '1.0']",2,['1.0'],1,[],0,30.0,3.0
199,6050.0,6051.0,6052.0,3.0,9.225293110797812e-05,0.0001545771392452,0.0001001449036654,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,3.0,45.0
200,6096.0,6096.0,6096.0,1.0,0.000121312331579,0.000121312331579,0.000121312331579,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,44.0
201,6138.0,6140.0,6143.0,6.0,9.038369545995158e-05,0.0001098850368192,9.309586192639056e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,33.0
202,6172.0,6173.0,6175.0,4.0,9.79113382658539e-05,0.0001030531066009,8.77719643633131e-05,"['0.13', '0.5', '1.0']",3,"['0.13', '0.32', '0.5', '1.0']",4,[0.13 0.18 0.5  1.  ],4,33.0,34.0
203,6207.0,6207.0,6207.0,1.0,8.674830417055299e-05,8.674830417055299e-05,8.674830417055299e-05,[],0,['0.13'],1,[],0,34.0,11.0
204,6218.0,6218.0,6218.0,1.0,9.874433659096448e-05,9.874433659096448e-05,9.874433659096448e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,11.0,44.0
205,6262.0,6262.0,6263.0,2.0,9.91658480716068e-05,9.91658480716068e-05,9.041989195577236e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,33.0
206,6294.0,6295.0,6296.0,3.0,9.798844670542498e-05,0.0001686609187507,9.828373026596586e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,33.0,45.0
207,6340.0,6340.0,6340.0,1.0,0.0001132442149835,0.0001132442149835,0.0001132442149835,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,44.0
208,6381.0,6384.0,6386.0,6.0,9.02463965473696e-05,0.0001055992785082,9.36140367284249e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,33.0
209,6415.0,6417.0,6419.0,5.0,9.178130114580754e-05,0.0001044634570918,9.107983145521032e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,33.0,45.0
210,6462.0,6462.0,6462.0,1.0,8.852270606251194e-05,8.852270606251194e-05,8.852270606251194e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,44.0
211,6505.0,6506.0,6507.0,3.0,9.327089283584433e-05,9.612221135422248e-05,8.462174903861133e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,33.0
212,6538.0,6539.0,6540.0,3.0,0.0001004437007487,0.0001742140424306,0.0001015910074851,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,33.0,46.0
213,6585.0,6585.0,6585.0,1.0,0.0001124009792238,0.0001124009792238,0.0001124009792238,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,46.0,45.0
214,6627.0,6630.0,6631.0,5.0,9.141328192070868e-05,0.0001075439084172,9.506853339251778e-05,"['0.13', '1.0']",2,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,45.0,33.0
215,6659.0,6663.0,6665.0,7.0,8.735954686544532e-05,0.0001065283468363,8.721384227295003e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,33.0,44.0
216,6707.0,6707.0,6707.0,1.0,9.584188864160848e-05,9.584188864160848e-05,9.584188864160848e-05,"['0.32', '0.5']",2,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5 ],3,44.0,44.0
217,6750.0,6751.0,6751.0,2.0,9.23697968460528e-05,9.961781715799888e-05,9.961781715799888e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,33.0
218,6783.0,6784.0,6786.0,4.0,0.0001018051967733,0.0001613215706817,9.09466526610094e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,33.0,46.0
219,6830.0,6830.0,6830.0,1.0,0.0001084766667104,0.0001084766667104,0.0001084766667104,"['0.32', '1.0']",2,"['0.32', '0.5', '1.0']",3,[0.18 0.32 1.  ],3,46.0,39.0
220,6869.0,6869.0,6869.0,1.0,8.653367598143884e-05,8.653367598143884e-05,8.653367598143884e-05,['0.13'],1,['0.18'],1,[0.13],1,39.0,5.0
221,6871.0,6874.0,6876.0,6.0,8.61297403518664e-05,0.0001104755387243,9.668357183448708e-05,"['0.13', '0.5', '1.0']",3,"['0.5', '1.0']",2,[0.13 0.5  1.  ],3,5.0,28.0
222,6902.0,6902.0,6902.0,1.0,8.786222213016956e-05,8.786222213016956e-05,8.786222213016956e-05,[],0,"['0.13', '1.0']",2,[],0,28.0,5.0
223,6905.0,6907.0,6909.0,5.0,9.379016795068184e-05,0.0001072464434954,9.152511960406544e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.5 1. ],2,5.0,54.0
224,6961.0,6961.0,6961.0,1.0,8.798869005586903e-05,8.798869005586903e-05,8.798869005586903e-05,['0.13'],1,[],0,[],0,54.0,35.0
225,6995.0,6996.0,6997.0,3.0,9.320904988213498e-05,9.902693132046312e-05,9.02170432931113e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,35.0,33.0
226,7028.0,7029.0,7030.0,3.0,0.0001001062168741,0.0001581691319551,9.667782107852164e-05,"['0.5', '1.0']",2,"['0.13', '0.5', '1.0']",3,[0.18 0.5  1.  ],3,33.0,45.0
227,7073.0,7074.0,7074.0,2.0,9.017725403273524e-05,9.840761918913972e-05,9.840761918913972e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '1.0']",2,[0.18 0.32 0.5  1.  ],4,45.0,43.0
228,7116.0,7117.0,7120.0,5.0,9.838427566489203e-05,0.0001113531788756,9.385734121327982e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,43.0,34.0
229,7149.0,7151.0,7153.0,5.0,9.556237884430475e-05,0.0001004179672949,9.475414307261576e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,34.0,45.0
230,7196.0,7196.0,7196.0,1.0,8.912622958380471e-05,8.912622958380471e-05,8.912622958380471e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5']",2,[0.18 0.32 0.5  1.  ],4,45.0,44.0
231,7239.0,7240.0,7240.0,2.0,9.374846222777482e-05,9.502928716372834e-05,9.502928716372834e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,33.0
232,7272.0,7273.0,7274.0,3.0,0.0001092503960366,0.0001538145608977,9.512259527342348e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,33.0,45.0
233,7317.0,7318.0,7318.0,2.0,9.023220053005271e-05,9.665764165856904e-05,9.665764165856904e-05,"['0.32', '0.5', '1.0']",3,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5  1.  ],4,45.0,43.0
234,7359.0,7361.0,7365.0,7.0,9.246251052963656e-05,0.0001074106190594,9.0670307020812e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,43.0,34.0
235,7393.0,7395.0,7397.0,5.0,9.19387682053392e-05,0.0001048045155012,8.690753107598222e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.18 0.5  1.  ],3,34.0,45.0
236,7440.0,7440.0,7440.0,1.0,8.430167988433307e-05,8.430167988433307e-05,8.430167988433307e-05,"['0.32', '0.5']",2,"['0.32', '0.5', '1.0']",3,[0.18 0.32 0.5 ],3,45.0,44.0
237,7483.0,7484.0,7484.0,2.0,9.601074101509694e-05,9.621610855500095e-05,9.621610855500095e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,44.0,30.0
238,7513.0,7514.0,7514.0,2.0,8.677022858603913e-05,8.88821246988693e-05,8.88821246988693e-05,['0.5'],1,[],0,[],0,30.0,3.0
239,7516.0,7517.0,7518.0,3.0,0.0001127634919153,0.00014847067702,9.516004152778584e-05,"['0.5', '1.0']",2,"['0.13', '0.32', '0.5', '1.0']",4,[0.18 0.5  1.  ],3,3.0,6.0
240,7523.0,7523.0,7523.0,1.0,8.923211294416939e-05,8.923211294416939e-05,8.923211294416939e-05,['0.32'],1,['0.18'],1,[0.5],1,6.0,38.0
241,7561.0,7561.0,7562.0,2.0,9.64211952353447e-05,9.64211952353447e-05,9.58016716441553e-05,"['0.32', '1.0']",2,"['0.18', '0.32', '1.0']",3,[0.18 0.32 1.  ],3,38.0,45.0
242,7603.0,7606.0,7609.0,7.0,9.13557524146049e-05,0.0001036347769487,9.023562720843773e-05,"['0.13', '0.5', '1.0']",3,"['0.5', '1.0']",2,[0.13 0.5  1.  ],3,45.0,33.0
243,7636.0,7639.0,7641.0,6.0,8.877170171248511e-05,0.0001033633381407,9.19253568314222e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.5 1. ],2,33.0,5.0
244,7644.0,7644.0,7644.0,1.0,8.845751768277261e-05,8.845751768277261e-05,8.845751768277261e-05,['1.0'],1,['0.18'],1,[],0,5.0,85.0
245,7728.0,7729.0,7729.0,2.0,9.871178395368148e-05,9.881036927343455e-05,9.881036927343455e-05,"['0.13', '0.32', '0.5', '1.0']",4,"['0.5', '1.0']",2,[0.13 0.32 0.5  1.  ],4,85.0,33.0
246,7761.0,7762.0,7763.0,3.0,0.0001134133671119,0.0001330702245746,9.260719501313956e-05,"['0.5', '1.0']",2,"['0.13', '0.5', '1.0']",3,[0.18 0.5  1.  ],3,33.0,45.0
247,7807.0,7807.0,7808.0,2.0,9.728024146105545e-05,9.728024146105545e-05,9.415952829208487e-05,"['0.32', '1.0']",2,"['0.32', '1.0']",2,[0.18 0.32 1.  ],3,45.0,45.0
248,7849.0,7852.0,7854.0,6.0,9.44736628989702e-05,0.0001052136734084,9.759417969864296e-05,"['0.13', '0.5', '1.0']",3,"['0.5', '1.0']",2,[0.13 0.5  1.  ],3,45.0,4.0
249,7856.0,7856.0,7856.0,1.0,8.826610015973108e-05,8.826610015973108e-05,8.826610015973108e-05,[],0,[],0,[],0,4.0,29.0
250,7882.0,7885.0,7888.0,7.0,9.16383611994191e-05,0.000106062020035,9.403015352439012e-05,"['0.5', '1.0']",2,"['0.13', '0.18', '0.32', '0.5', '1.0']",5,[0.5 1. ],2,29.0,88.0
251,7973.0,7973.0,7974.0,2.0,0.000101444080163,0.000101444080163,9.186428113852702e-05,"['0.13', '0.32', '0.5']",3,"['0.5', '1.0']",2,[0.13 0.32 0.5 ],3,88.0,30.0
252,8003.0,8003.0,8003.0,1.0,9.19858552260794e-05,9.19858552260794e-05,9.19858552260794e-05,['0.5'],1,[],0,[],0,30.0,4.0
253,8006.0,8007.0,8008.0,3.0,0.000124329613499,0.0001336052607854,9.681136325716064e-05,['0.5'],1,"['0.13', '0.5', '1.0']",3,[0.18 0.5 ],2,4.0,44.0
254,8051.0,8051.0,8052.0,2.0,0.0001001903949935,0.0001001903949935,9.513367165313416e-05,['0.32'],1,"['0.32', '1.0']",2,[0.18 0.32],2,44.0,45.0
